Year,Make,Model,Trim,Drivetrain,Segment,Certified,Certified Program,Stock Number,VIN,Risk Light,Photo Count,Key Photo,DMS Status,Key Information,Lot Location,Age,Leads (last 7 days),Leads (Daily Avg Last 7 Days),Leads (Since Last Reprice),Leads (All),Mileage,Objective,Color,Price,Last Reprice,MSRP,Unit Cost,Est. Profit,ACV Wholesale,ACV MAX Retail,% to Market,Cost to Market,Market Rank (Matching),Market Listings (Matching),Market Rank (Overall),Market Listings (Overall),MDS (Overall),MDS (Matching),Proof point: Market,Proof point: MSRP,Syndication,CarGurus CTR,CarGurus SRP Views,CarGurus VDP Views,Book value: MMR,MMR - Cost,Book value: J.D. Power,Water,Proof point: J.D. Power,Proof point: KBB
2025,BMW,M2, ,RWD,Coupe,No,"",B35616,3MF23DM03S8F80013,Yellow,9,https://cdn.max.auto/102612/3MF23DM03S8F80013/68b8a56a085a2841a9d4579d.jpg,S,,"",43,0,0,0,2,19,Retail,Blue,"$79,000.00","","$79,000.00","$74,640.70","$4,359.30","","",108%,102%,9,9,11,11,38,62,"$5,619.00 above",$0.00 below,On,9.2%,"14,106","1,295","","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35610,WBX73EF09T5427276,Green,13,https://cdn.max.auto/102612/WBX73EF09T5427276/68b8a566085a2841a9d4465a.jpg,S,,"",43,0,0,0,0,6,Retail,Silver,"$49,255.00","","$49,255.00","$46,782.00","$2,473.00","","",101%,95%,76,123,101,174,193,284,$257.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2016,BMW,X1,xDrive28i,AWD,SUV,No,"",B35598A,WBXHT3C34G5E49315,Red,0,"",S,,"",43,0,0,0,0,"166,285",Wholesale,"",$0.00,"","","$4,700.00","","$3,950.00","$7,175.00","","",0,5,0,17,70,112,"","",On,0.0%,0,0,"$2,075.00","-$2,625.00","$5,025.00",$325.00,"",""
2019,BMW,X3,xDrive30i,AWD,SUV,No,"",BN28887,5UXTR9C50KLE12789,Yellow,20,https://cdn.max.auto/102612/5UXTR9C50KLE12789/68bc931f085a2841a9fdddc5.jpg,S,Oil Change,"",44,0,0,0,3,"63,044",Retail,White,"$22,498.00",2025-10-14T12:57:00.000Z,"","$21,775.87",$722.13,"$17,650.00","$22,200.00",99%,96%,9,26,25,43,41,40,$134.00 below,"",On,2.3%,"9,647",219,"$17,400.00","-$4,375.87","$20,100.00","-$1,675.87",$248.00 above,"$2,669.00 above"
2023,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BN28886,5UX53DP07P9N94021,Green,20,https://cdn.max.auto/102612/5UX53DP07P9N94021/68b8897a085a2841a9685a75.jpg,S,Oil Change|BMW CPO,"",46,0,0,0,2,"26,485",Retail,Black,"$37,798.00",2025-10-10T06:29:00.000Z,"","$36,233.75","$1,564.25","$32,850.00","$39,075.00",98%,94%,7,17,51,136,53,55,$757.00 below,"",On,1.3%,"18,940",249,"$32,300.00","-$3,933.75","$34,300.00","-$1,933.75","$2,877.00 below",$224.00 below
2023,BMW,i4,eDrive35,RWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35556A,WBY43AW09PFP49309,Green,20,https://cdn.max.auto/102612/WBY43AW09PFP49309/68b9e1f6085a2841a90a81de.jpg,S,BMW CPO,"",48,0,0,0,1,"42,717",Retail,Black,"$31,498.00",2025-10-08T10:40:00.000Z,"","$30,853.55",$644.45,"$22,775.00","$30,300.00",105%,103%,7,8,40,326,45,55,"$1,425.00 above","",On,5.9%,"7,048",413,"$25,800.00","-$5,053.55","$28,950.00","-$1,903.55",$498.00 above,"$1,123.00 below"
2006,Toyota,Highlander Hybrid,LTD,4WD,SUV,No,"",B35571A,JTEEW21A560026444,Red,0,"",S,,"",45,0,0,0,0,"220,900",Wholesale,Blue,$0.00,"","","$2,700.00","","$1,600.00","$6,400.00","","",0,8,0,8,80,80,"","",On,0.0%,0,0,$850.00,"-$1,850.00","$2,160.00",-$540.00,"",""
2011,Acura,TL,Tech HPT Auto,AWD,Sedan,No,"",B35441A,19UUA9F50BA003050,Red,0,"",S,,"",43,0,0,0,0,"116,031",Wholesale,"",$0.00,"","","$6,200.00","","$6,925.00","$10,650.00","","","","","","","","","","",On,0.0%,0,0,"$4,700.00","-$1,500.00","$7,763.00","$1,563.00","",""
2022,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BN28888,WBX57DP08NN171171,Green,20,https://cdn.max.auto/102612/WBX57DP08NN171171/68bb56b9085a2841a922fc43.jpg,S,Oil Change|BMW CPO,"",41,0,0,0,0,"48,953",Retail,White,"$33,498.00",2025-10-06T07:11:00.000Z,"","$32,424.30","$1,073.70","$26,675.00","$32,225.00",103%,100%,7,7,245,531,39,35,$929.00 above,"",On,14.0%,350,49,"$26,300.00","-$6,124.30","$30,125.00","-$2,299.30","$2,127.00 below","$1,455.00 above"
2023,Land Rover,Defender,S,AWD,SUV,No,"",B35032A,SALEJFEUXP2186736,Yellow,20,https://cdn.max.auto/102612/SALEJFEUXP2186736/68bcaf28085a2841a93d21cf.jpg,S,Oil Change,"",41,0,0,2,6,"42,081",Retail,White,"$51,898.00",2025-10-06T14:05:00.000Z,"","$48,609.68","$3,288.32","$45,075.00","$53,150.00","","","","","","","","","","",On,4.5%,"30,301","1,381","$47,400.00","-$1,209.68","$50,125.00","$1,515.32","$3,252.00 below","$5,407.00 below"
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35625,5UX53GP08T9178233,Green,12,https://cdn.max.auto/102612/5UX53GP08T9178233/68c0bfce085a2841a96f8c57.jpg,S,,"",37,1,0.1,0,2,3,Retail,Gray,"$58,090.00","","$58,090.00","$55,002.00","$3,088.00","","",101%,95%,218,351,276,481,177,253,$480.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35626,5UX53GP0XT9171817,Green,9,https://cdn.max.auto/102612/5UX53GP0XT9171817/68c02c31085a2841a96aa531.jpg,S,,"",37,0,0,0,0,6,Retail,Red,"$61,440.00","","$61,440.00","$58,112.00","$3,328.00","","",107%,101%,322,351,410,481,177,253,"$3,830.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X2,xDrive28i,AWD,SUV,No,"",B35627,WBX63GM05T5425034,Green,12,https://cdn.max.auto/102612/WBX63GM05T5425034/68bb56b4085a2841a922e7c1.jpg,S,,"",40,0,0,0,0,5,Retail,Gray,"$51,020.00","","$51,020.00","$48,432.00","$2,588.00","","",102%,96%,9,11,11,14,63,83,$790.00 above,$0.00 below,On,4.5%,784,35,"","","","","",""
2024,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BN28890,5UX53DP07R9V39457,Green,20,https://cdn.max.auto/102612/5UX53DP07R9V39457/68bc9320085a2841a9fddf71.jpg,S,Oil Change|BMW CPO,"",40,1,0.1,1,3,"15,830",Sold,Gray,"$44,798.00",2025-10-13T07:08:00.000Z,"","$44,948.04",-$150.04,"$37,425.00","$43,500.00",101%,101%,13,24,40,77,49,32,$252.00 above,"",On,1.7%,"8,243",139,"$36,800.00","-$8,148.04","$38,050.00","-$6,898.04",$502.00 below,"$6,404.00 above"
2023,BMW,5 Series,530i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35568A,WBA13BJ07PWX96904,Green,20,https://cdn.max.auto/102612/WBA13BJ07PWX96904/68c01388085a2841a91d82cf.jpg,S,Oil Change|BMW CPO,"",39,1,0.1,1,4,"27,527",Retail,Gray,"$41,498.00",2025-10-07T05:47:00.000Z,"","$40,692.29",$805.71,"$34,125.00","$40,075.00",102%,101%,15,19,74,183,62,63,"$1,011.00 above","",On,3.2%,"7,252",235,"$33,500.00","-$7,192.29","$34,050.00","-$6,642.29",$702.00 below,$112.00 below
2020,BMW,X3,xDrive30i,AWD,SUV,No,"",B35480A,5UXTY5C0XL9D58416,Yellow,20,https://cdn.max.auto/102612/5UXTY5C0XL9D58416/68c1e396085a2841a944977b.jpg,S,,"",39,2,0.3,0,2,"81,725",Retail,White,"$21,398.00",2025-10-13T07:24:00.000Z,"","$20,436.33",$961.67,"$16,550.00","$20,975.00",100%,95%,4,10,4,51,45,60,$3.00 below,"",On,3.0%,"5,957",181,"$16,250.00","-$4,186.33","$20,425.00",-$11.33,$702.00 below,$932.00 above
2025,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34559,3MW89CW02S8F17257,Green,20,https://cdn.max.auto/102612/3MW89CW02S8F17257/68bf27e1085a2841a930de57.jpg,S,Oil Change|BMW CPO,"",39,1,0.1,1,4,"5,753",Retail,White,"$46,498.00",2025-10-07T05:48:00.000Z,"","$41,415.72","$5,082.28","$37,625.00","$46,450.00",99%,89%,6,11,21,93,34,62,$281.00 below,"",On,1.4%,"19,791",270,"$40,400.00","-$1,015.72","$41,475.00",$59.28,$727.00 below,$280.00 above
2023,BMW,X5,xDrive40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BN28891,5UXCR6C00P9N64124,Green,20,https://cdn.max.auto/102612/5UXCR6C00P9N64124/68c32852efebf4d9d8cbb164.jpg,S,Oil Change|BMW CPO,"",37,1,0.1,1,3,"43,769",Sold,White,"$47,498.00",2025-10-09T07:02:00.000Z,"","$43,472.00","$4,026.00","$37,450.00","$46,375.00",99%,91%,7,17,43,150,71,77,$418.00 below,"",On,0.9%,"1,605",14,"$38,200.00","-$5,272.00","$42,800.00",-$672.00,"$4,802.00 below","$2,146.00 above"
2025,BMW,i5,xDrive40,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34296,WBY13HG06SCT07463,Green,20,https://cdn.max.auto/102612/WBY13HG06SCT07463/68c3290a3c3c0badc60ba74e.jpg,S,BMW CPO,"",37,1,0.1,1,6,"5,594",Retail,Blue,"$64,998.00",2025-10-09T07:02:00.000Z,"","$59,080.91","$5,917.09","$45,725.00","$65,425.00",95%,87%,5,16,28,97,42,55,"$3,106.00 below","",On,2.2%,"4,402",99,"$51,000.00","-$8,080.91","","","$2,798.00 above",""
2023,GMC,Yukon XL,Denali Ultimate,4WD,SUV,No,"",B35428A,1GKS2KKL7PR338706,Yellow,20,https://cdn.max.auto/102612/1GKS2KKL7PR338706/68c1a44f085a2841a96f50a4.jpg,S,Oil Change,"",39,0,0,0,0,"31,100",Other,Black,$0.00,2025-10-06T07:10:00.000Z,"","$77,199.35","","$67,850.00","$74,525.00","","",0,7,0,902,44,22,"","",Off,5.1%,686,35,"$70,100.00","-$7,099.35","$75,350.00","-$1,849.35","",""
2025,BMW,iX,xDrive50,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BL34527,WB523CF01SCU20002,Green,20,https://cdn.max.auto/102612/WB523CF01SCU20002/68c82e1ee7b14665e1379be3.jpg,S,BMW CPO,"",37,0,0,0,4,"7,544",Retail,White,"$81,998.00",2025-10-09T07:03:00.000Z,"","$76,910.29","$5,087.71","$53,575.00","$79,725.00",100%,94%,5,6,133,309,50,32,$253.00 below,"",On,1.0%,"10,600",108,"$59,200.00","-$17,710.29","","","$8,223.00 above","$11,191.00 above"
2023,BMW,X5,xDrive40i,AWD,SUV,No,"",BN28893,5UXCR6C03P9P21290,Green,20,https://cdn.max.auto/102612/5UXCR6C03P9P21290/68c32731322d8fba9fd43382.jpg,S,Oil Change|BMW CPO,"",37,0,0,0,2,"29,951",Retail,White,"$49,798.00",2025-10-09T07:04:00.000Z,"","$47,923.52","$1,874.48","$42,250.00","$51,375.00",99%,95%,12,32,788,1402,52,42,$465.00 below,"",On,0.9%,"2,250",21,"$41,400.00","-$6,523.52","$45,550.00","-$2,373.52","$5,427.00 below","$3,931.00 above"
2025,BMW,X2,xDrive28i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BL34481,WBX63GM06S5170425,Green,20,https://cdn.max.auto/102612/WBX63GM06S5170425/68c5b148bbe78c13fc7053dc.jpg,S,Oil Change|BMW CPO,"",37,1,0.1,1,1,"8,736",Retail,Red,"$46,298.00",2025-10-09T07:12:00.000Z,"","$43,226.85","$3,071.15","$36,725.00","$42,675.00",104%,97%,6,6,228,393,47,49,"$1,742.00 above","",On,0.0%,0,0,"$39,700.00","-$3,526.85","$46,450.00","$3,223.15","$6,577.00 below","$7,306.00 above"
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35630,5UX53GP02T9177742,Green,9,https://cdn.max.auto/102612/5UX53GP02T9177742/68c1a44f085a2841a96f5209.jpg,S,,"",37,0,0,0,0,8,Retail,White,"$59,290.00","","$59,290.00","$56,112.00","$3,178.00","","",103%,97%,262,351,342,481,177,253,"$1,680.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2023,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35578A,3MW89FF08P8D10042,Green,20,https://cdn.max.auto/102612/3MW89FF08P8D10042/68c2f245085a2841a9e7fc78.jpg,S,Oil Change|BMW CPO,"",36,1,0.1,1,2,"24,761",Sold,Black,"$37,498.00",2025-10-10T06:30:00.000Z,"","$33,835.89","$3,662.11","$32,275.00","$36,725.00",100%,90%,11,24,31,54,97,135,$132.00 below,"",On,4.1%,"1,232",51,"$31,400.00","-$2,435.89","$35,975.00","$2,139.11","$3,502.00 below","$1,155.00 below"
2023,Lexus,RX,F SPORT Performance ,AWD,SUV,No,"",B35572A,2T2BCMEA2PC002319,Yellow,20,https://cdn.max.auto/102612/2T2BCMEA2PC002319/68c435af085a2841a94b9610.jpg,S,Oil Change,"",36,0,0,0,2,"32,136",Retail,Black,"$55,998.00",2025-10-10T06:31:00.000Z,"","$55,871.09",$126.91,"$50,350.00","$54,525.00",100%,100%,15,22,432,464,65,99,$6.00 above,"",On,6.9%,"9,190",638,"$50,600.00","-$5,271.09","$57,000.00","$1,128.91","$5,452.00 below","$2,979.00 above"
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35631,WBX73EF08T5412607,Green,11,https://cdn.max.auto/102612/WBX73EF08T5412607/68c369d3085a2841a980188a.jpg,S,,"",35,0,0,0,2,8,Retail,White,"$47,105.00","","$47,105.00","$44,782.00","$2,323.00","","",96%,91%,14,123,16,174,193,284,"$1,893.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X2,xDrive28i,AWD,SUV,No,"",B35637,WBX63GM04T5433125,Green,9,https://cdn.max.auto/102612/WBX63GM04T5433125/68dc21dbc34e376627147b03.jpg,S,,"",35,0,0,0,0,5,Retail,Gray,"$50,020.00","","$50,020.00","$47,497.00","$2,523.00","","",100%,95%,8,13,8,14,63,65,$162.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35632,WBX73EF06T5424383,Green,14,https://cdn.max.auto/102612/WBX73EF06T5424383/68c1e3bb085a2841a944ea75.jpg,S,,"",35,0,0,0,0,5,Retail,Red,"$47,355.00","","$47,355.00","$45,017.00","$2,338.00","","",97%,92%,19,123,24,174,193,284,"$1,643.00 below",$0.00 below,On,10.8%,416,45,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35635,WBX73EF07T5405583,Green,11,https://cdn.max.auto/102612/WBX73EF07T5405583/68c5d3888e5fb744462cf4b2.jpg,S,,"",35,0,0,0,0,6,Retail,Gray,"$49,805.00","","$49,805.00","$47,292.00","$2,513.00","","",102%,97%,87,123,113,174,193,284,$807.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2025,BMW,X1,xDrive28i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BL34283,WBX73EF06S5131663,Green,20,https://cdn.max.auto/102612/WBX73EF06S5131663/68c32993cfb34e638f39707c.jpg,S,Oil Change|BMW CPO,"",36,2,0.3,1,2,"8,285",Retail,Silver,"$40,798.00",2025-10-13T07:24:00.000Z,"","$36,180.67","$4,617.33","$35,650.00","$41,175.00",96%,86%,1,10,11,44,55,60,"$1,499.00 below","",On,1.0%,"6,831",68,"$35,100.00","-$1,080.67","$35,850.00",-$330.67,"$3,352.00 below","$2,304.00 above"
2009,BMW,5 Series,528i xDrive,AWD,Sedan,No,"",B35269C,WBANV13569C151003,Red,0,"",S,,"",37,0,0,0,0,"268,113",Wholesale,Blue,$0.00,"","","$1,200.00","",$775.00,"$5,525.00","","","","","","","","","","",On,0.0%,0,0,"","","$1,320.00",$120.00,"",""
2022,BMW,5 Series,540i,RWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35606A,WBA53BJ01NWX58647,Green,20,https://cdn.max.auto/102612/WBA53BJ01NWX58647/68c451c1085a2841a99ab29f.jpg,S,Oil Change|BMW CPO,"",35,0,0,0,2,"27,396",Retail,Black,"$41,798.00",2025-10-14T12:58:00.000Z,"","$38,692.90","$3,105.10","$35,875.00","$42,775.00",94%,87%,4,16,391,519,36,51,"$2,572.00 below","",On,4.8%,"5,493",265,"$35,600.00","-$3,092.90","$37,000.00","-$1,692.90","$3,302.00 below",$252.00 above
2020,Volvo,XC90,Momentum,AWD,SUV,No,"",B35545B,YV4A221K6L1557310,Yellow,20,https://cdn.max.auto/102612/YV4A221K6L1557310/68c4a9ecbbe78c13fc0ee569.jpg,S,Oil Change,"",35,0,0,0,0,"75,773",Retail,Silver,"$25,498.00",2025-10-14T12:59:00.000Z,"","$19,700.00","$5,798.00","$20,825.00","$25,175.00",98%,76%,22,45,27,93,54,64,$390.00 below,"",On,3.1%,"12,737",395,"$21,700.00","$2,000.00","$23,200.00","$3,500.00",$252.00 below,$784.00 below
2017,Jaguar,F-PACE,35t Prestige,AWD,SUV,No,"",B35468A,SADCK2BV5HA886516,Red,20,https://cdn.max.auto/102612/SADCK2BV5HA886516/68c5955dbbe78c13fc2f6b93.jpg,S,Oil Change,"",34,0,0,1,9,"51,492",Retail,Red,"$18,998.00",2025-10-06T14:06:00.000Z,"","$18,343.00",$655.00,"$13,775.00","$17,175.00",103%,100%,6,7,151,183,46,35,$616.00 above,"",On,4.7%,"24,595","1,145","$12,350.00","-$5,993.00","$14,200.00","-$4,143.00","$2,623.00 above","$4,380.00 above"
2016,Audi,A6,2.0T Premium Plus,AWD,Sedan,No,"",B35222A,WAUGFAFC0GN133422,Red,20,https://cdn.max.auto/102612/WAUGFAFC0GN133422/68c5b14abbe78c13fc705c92.jpg,S,,"",34,0,0,0,0,"75,681",Wholesale,Gray,$0.00,"","","$11,558.50","","$10,625.00","$15,100.00","","",0,10,0,35,51,41,"","",Off,0.0%,0,0,"$9,100.00","-$2,458.50","$11,975.00",$416.50,"",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35639,5UX53GP03T9172131,Green,8,https://cdn.max.auto/102612/5UX53GP03T9172131/68deac47c34e37662791dc5c.jpg,S,,"",33,0,0,0,2,10,Retail,Gray,"$57,340.00","","$57,340.00","$54,302.00","$3,038.00","","",100%,94%,175,351,222,481,177,253,$270.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2020,Subaru,Forester,Touring,AWD,SUV,No,"",B35542A,JF2SKAXC3LH534805,Yellow,20,https://cdn.max.auto/102612/JF2SKAXC3LH534805/68c8859bbbe78c13fc0af217.jpg,S,Oil Change,"",33,0,0,0,0,"31,576",Retail,Red,"$25,898.00",2025-10-13T07:18:00.000Z,"","$24,295.27","$1,602.73","$23,025.00","$25,950.00",98%,92%,7,20,190,230,45,44,$581.00 below,"",On,0.2%,"6,340",15,"$24,800.00",$504.73,"$25,500.00","$1,204.73","$7,502.00 below",$690.00 below
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35644,WBX73EF05T5424178,Green,9,https://cdn.max.auto/102612/WBX73EF05T5424178/68df9b03c34e37662764fa0a.jpg,S,,"",29,0,0,0,0,6,Retail,Blue,"$46,755.00","","$46,755.00","$44,457.00","$2,298.00","","",95%,91%,7,123,8,174,193,284,"$2,243.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2016,Subaru,Forester,2.5i Premium,AWD,SUV,No,"",BL34299A,JF2SJADC0GH496172,Red,20,https://cdn.max.auto/102612/JF2SJADC0GH496172/68c9e187bbe78c13fc24ed11.jpg,S,Oil Change,"",32,0,0,0,0,"68,768",Retail,Green,"$15,998.00",2025-09-29T12:26:00.000Z,"","$12,897.67","$3,100.33","$11,125.00","$14,975.00",97%,78%,9,14,120,135,37,21,$495.00 below,"",On,1.6%,"5,081",82,"$9,950.00","-$2,947.67","$12,900.00",$2.33,$727.00 below,"$2,651.00 above"
2024,BMW,3 Series,M340i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35599A,3MW49FF01R8E38866,Green,20,https://cdn.max.auto/102612/3MW49FF01R8E38866/68c869aabbe78c13fca7b7b0.jpg,S,Oil Change|BMW CPO,"",32,6,0.9,7,10,"11,791",Sold,Gray,"$58,998.00",2025-10-06T14:06:00.000Z,"","$53,722.72","$5,275.28","$53,875.00","$60,400.00",97%,89%,1,5,692,716,42,20,"$1,555.00 below","",On,4.8%,"28,413","1,373","$55,500.00","$1,777.28","$53,575.00",-$147.72,"$2,152.00 below","$3,664.00 below"
2015,Audi,A3,2.0T Premium Plus,AWD,Sedan,No,"",B35209B,WAUEFGFF6F1085063,Red,0,"",S,,"",30,0,0,0,0,"127,997",Wholesale,"",$0.00,"","","$5,700.00","","$5,150.00","$9,325.00","","",0,7,0,35,40,42,"","",On,0.0%,0,0,"$4,050.00","-$1,650.00","$6,100.00",$400.00,"",""
2017,Jeep,Grand Cherokee,Limited,4WD,SUV,No,"",B35624A,1C4RJFBG0HC834488,Red,20,https://cdn.max.auto/102612/1C4RJFBG0HC834488/68c9e187bbe78c13fc24f0fe.jpg,S,Oil Change,"",30,0,0,0,0,"112,132",Retail,Black,"$14,998.00",2025-10-06T14:07:00.000Z,"","$13,727.01","$1,270.99","$9,300.00","$13,775.00",103%,94%,7,12,9,25,62,270,$451.00 above,"",On,0.6%,"2,364",14,"$9,025.00","-$4,702.01","$10,850.00","-$2,877.01","$1,373.00 above","$1,747.00 above"
2023,BMW,X1,xDrive28i,AWD,SUV,No,"",B35595A,WBX73EF03P5W13837,Green,0,"",S,,"",30,0,0,0,1,"40,259",Retail,Black,$0.00,"","","$25,200.00","","$25,025.00","$30,675.00","","",0,7,0,562,49,22,"","",Off,0.0%,0,0,"$26,300.00","$1,100.00","$29,775.00","$4,575.00","",""
2024,BMW,2 Series,M240i xDrive,AWD,Coupe,Yes,BMW Certified Pre-Owned (CPOV),B35496A,3MW53CM02R8E57448,Green,20,https://cdn.max.auto/102612/3MW53CM02R8E57448/68cb3a17bbe78c13fc6633d1.jpg,S,,"",30,1,0.1,1,1,"11,399",Retail,Gray,"$51,998.00",2025-10-06T07:21:00.000Z,"","$46,959.90","$5,038.10","$46,900.00","$51,600.00",102%,92%,10,11,265,282,59,40,"$1,058.00 above","",On,6.3%,"9,349",594,"$49,000.00","$2,040.10","$45,800.00","-$1,159.90",$423.00 above,$651.00 below
2024,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35641A,5UX53DP01R9U09108,Green,20,https://cdn.max.auto/102612/5UX53DP01R9U09108/68cd81d7bbe78c13fc562f1a.jpg,S,Oil Change|BMW CPO,"",32,0,0,0,1,"10,268",Retail,Black,"$45,498.00",2025-10-06T14:06:00.000Z,"","$42,724.54","$2,773.46","$38,800.00","$44,775.00",100%,94%,7,13,46,77,49,22,$47.00 below,"",On,1.8%,"3,468",63,"$39,200.00","-$3,524.54","$38,550.00","-$4,174.54","$2,148.00 above","$6,523.00 above"
2019,BMW,3 Series,330i,RWD,Sedan,No,"",BL34544A,WBA5R1C58KAJ99608,Yellow,20,https://cdn.max.auto/102612/WBA5R1C58KAJ99608/68d47f36c34e37662706c9fb.jpg,S,,"",29,0,0,0,1,"88,928",Wholesale,Black,$0.00,2025-10-01T07:54:00.000Z,"","$15,758.45","","$13,950.00","$19,400.00","","",0,21,0,135,32,43,"","",Off,0.0%,0,0,"$14,400.00","-$1,358.45","$17,600.00","$1,841.55","",""
2022,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35567A,3MW5R7J06N8C44801,Green,20,https://cdn.max.auto/102612/3MW5R7J06N8C44801/68cc5dfcbbe78c13fc5fd27b.jpg,S,Oil Change|BMW CPO,"",29,2,0.3,0,6,"23,230",Retail,Red,"$33,798.00",2025-10-14T07:19:00.000Z,"","$31,099.81","$2,698.19","$29,150.00","$34,100.00","","","","","","","","","","",On,7.1%,"1,633",116,"$29,200.00","-$1,899.81","$30,950.00",-$149.81,"$2,402.00 below","$2,905.00 below"
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35649,WBX73EF01T5417163,Green,13,https://cdn.max.auto/102612/WBX73EF01T5417163/68cb1e1fbbe78c13fcd8c543.jpg,S,,"",28,0,0,0,0,6,Retail,Blue,"$49,255.00","","$49,255.00","$46,782.00","$2,473.00","","",101%,95%,76,123,101,174,193,284,$257.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35650,WBX73EF07T5424165,Green,9,https://cdn.max.auto/102612/WBX73EF07T5424165/68deac47c34e37662791dc8f.jpg,S,,"",28,1,0.1,0,4,2,Retail,White,"$46,105.00","","$46,105.00","$43,852.00","$2,253.00","","",94%,89%,1,123,1,174,193,284,"$2,893.00 below",$0.00 below,On,3.4%,416,14,"","","","","",""
2026,BMW,5 Series,530i xDrive,AWD,Sedan,No,"",B35645,WBA53FJ09TCW22823,Green,13,https://cdn.max.auto/102612/WBA53FJ09TCW22823/68cae5c2bbe78c13fc12c613.jpg,S,,"",28,0,0,0,0,6,Retail,Black,"$68,810.00","","$68,810.00","$64,967.00","$3,843.00","","",104%,98%,15,21,32,73,60,65,"$2,501.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X2,xDrive28i,AWD,SUV,No,"",B35651,WBX63GM05T5423400,Green,9,https://cdn.max.auto/102612/WBX63GM05T5423400/68deac4ac34e37662791eca3.jpg,S,,"",28,0,0,0,1,2,Retail,Black,"$54,570.00","","$54,570.00","$51,737.00","$2,833.00","","",109%,103%,11,11,13,14,63,83,"$4,340.00 above",$0.00 below,On,5.4%,"1,109",60,"","","","","",""
2019,Porsche,Cayenne,,AWD,SUV,No,"",B35061B,WP1AA2AY7KDA11699,Yellow,20,https://cdn.max.auto/102612/WP1AA2AY7KDA11699/68cc222bbbe78c13fc8f9e62.jpg,S,Oil Change,"",32,0,0,1,1,"93,326",Wholesale,Black,$0.00,2025-09-29T12:39:00.000Z,"","$23,154.50","","$21,775.00","$28,250.00","","",0,7,0,297,44,57,"","",On,0.0%,0,0,"$21,600.00","-$1,554.50","$27,875.00","$4,720.50","",""
2023,Volvo,S60 Recharge Plug-In Hybrid,Ultimate Bright Theme,AWD,Sedan,No,"",B35507A,7JRH60FA8PG254172,Yellow,20,https://cdn.max.auto/102612/7JRH60FA8PG254172/68cc516b5aadb01028bc74aa.jpg,S,Oil Change,"",29,0,0,0,1,"14,078",Retail,Gray,"$39,798.00",2025-10-06T14:08:00.000Z,"","$36,429.99","$3,368.01","$33,300.00","$37,775.00","","","","","","","","","","",On,7.8%,"1,786",139,"$31,900.00","-$4,529.99","$34,775.00","-$1,654.99",$548.00 above,"$1,225.00 below"
